time,waterlevel_corrected
2024-07-29 00:00:00,0.17278700433861371
2024-07-29 00:01:00,0.1717870043386136
2024-07-29 00:02:00,0.17278700433861371
2024-07-29 00:03:00,0.17278700433861371
2024-07-29 00:04:00,0.17478700433861372
2024-07-29 00:05:00,0.1757870043386136
2024-07-29 00:06:00,0.17678700433861372
2024-07-29 00:07:00,0.1777870043386136
2024-07-29 00:08:00,0.17878700433861372
2024-07-29 00:09:00,0.18078700433861372
2024-07-29 00:10:00,0.18078700433861372
2024-07-29 00:11:00,0.18278700433861372
2024-07-29 00:12:00,0.1837870043386136
2024-07-29 00:13:00,0.18678700433861373
2024-07-29 00:14:00,0.18778700433861362
2024-07-29 00:15:00,0.18578700433861361
2024-07-29 00:16:00,0.18878700433861373
2024-07-29 00:17:00,0.18978700433861362
2024-07-29 00:18:00,0.18878700433861373
2024-07-29 00:19:00,0.18778700433861362
2024-07-29 00:20:00,0.18778700433861362
2024-07-29 00:21:00,0.18578700433861361
2024-07-29 00:22:00,0.1837870043386136
2024-07-29 00:23:00,0.18078700433861372
2024-07-29 00:24:00,0.17878700433861372
2024-07-29 00:25:00,0.17878700433861372
2024-07-29 00:26:00,0.18078700433861372
2024-07-29 00:27:00,0.1817870043386136
2024-07-29 00:28:00,0.1837870043386136
2024-07-29 00:29:00,0.18878700433861373
2024-07-29 00:30:00,0.19378700433861362
2024-07-29 00:31:00,0.19778700433861363
2024-07-29 00:32:00,0.20278700433861374
2024-07-29 00:33:00,0.20378700433861363
2024-07-29 00:34:00,0.20478700433861374
2024-07-29 00:35:00,0.20578700433861363
2024-07-29 00:36:00,0.20478700433861374
2024-07-29 00:37:00,0.20278700433861374
2024-07-29 00:38:00,0.19978700433861363
2024-07-29 00:39:00,0.19978700433861363
2024-07-29 00:40:00,0.20078700433861374
2024-07-29 00:41:00,0.20078700433861374
2024-07-29 00:42:00,0.20078700433861374
2024-07-29 00:43:00,0.19778700433861363
2024-07-29 00:44:00,0.19578700433861362
2024-07-29 00:45:00,0.19278700433861373
2024-07-29 00:46:00,0.18978700433861362
2024-07-29 00:47:00,0.18978700433861362
2024-07-29 00:48:00,0.19178700433861362
2024-07-29 00:49:00,0.19378700433861362
2024-07-29 00:50:00,0.19678700433861374
2024-07-29 00:51:00,0.19678700433861374
2024-07-29 00:52:00,0.19978700433861363
2024-07-29 00:53:00,0.19978700433861363
2024-07-29 00:54:00,0.19878700433861374
2024-07-29 00:55:00,0.19678700433861374
2024-07-29 00:56:00,0.19478700433861373
2024-07-29 00:57:00,0.19078700433861373
2024-07-29 00:58:00,0.18578700433861361
2024-07-29 00:59:00,0.1837870043386136
2024-07-29 01:00:00,0.1837870043386136
2024-07-29 01:01:00,0.1817870043386136
2024-07-29 01:02:00,0.1797870043386136
2024-07-29 01:03:00,0.1817870043386136
2024-07-29 01:04:00,0.1797870043386136
2024-07-29 01:05:00,0.17878700433861372
2024-07-29 01:06:00,0.1777870043386136
2024-07-29 01:07:00,0.1777870043386136
2024-07-29 01:08:00,0.17678700433861372
2024-07-29 01:09:00,0.1797870043386136
2024-07-29 01:10:00,0.1817870043386136
2024-07-29 01:11:00,0.18278700433861372
2024-07-29 01:12:00,0.1837870043386136
2024-07-29 01:13:00,0.1837870043386136
2024-07-29 01:14:00,0.18078700433861372
2024-07-29 01:15:00,0.18078700433861372
2024-07-29 01:16:00,0.1777870043386136
2024-07-29 01:17:00,0.1757870043386136
2024-07-29 01:18:00,0.1707870043386137
2024-07-29 01:19:00,0.1667870043386137
2024-07-29 01:20:00,0.1667870043386137
2024-07-29 01:21:00,0.1647870043386137
2024-07-29 01:22:00,0.1627870043386137
2024-07-29 01:23:00,0.1617870043386136
2024-07-29 01:24:00,0.1627870043386137
2024-07-29 01:25:00,0.1607870043386137
2024-07-29 01:27:00,0.1607870043386137
2024-07-29 01:28:00,0.1627870043386137
2024-07-29 01:29:00,0.1637870043386136
2024-07-29 01:30:00,0.1687870043386137
2024-07-29 01:31:00,0.1697870043386136
2024-07-29 01:32:00,0.1717870043386136
2024-07-29 01:33:00,0.1717870043386136
2024-07-29 01:34:00,0.17278700433861371
2024-07-29 01:35:00,0.1737870043386136
2024-07-29 01:36:00,0.1737870043386136
2024-07-29 01:37:00,0.1697870043386136
2024-07-29 01:38:00,0.1677870043386136
2024-07-29 01:39:00,0.1667870043386137
2024-07-29 01:40:00,0.1647870043386137
2024-07-29 01:41:00,0.1627870043386137
2024-07-29 01:42:00,0.1637870043386136
2024-07-29 01:43:00,0.1637870043386136
2024-07-29 01:44:00,0.1647870043386137
2024-07-29 01:45:00,0.1647870043386137
2024-07-29 01:46:00,0.1667870043386137
2024-07-29 01:47:00,0.1647870043386137
2024-07-29 01:48:00,0.1637870043386136
2024-07-29 01:49:00,0.1627870043386137
2024-07-29 01:50:00,0.1617870043386136
2024-07-29 01:51:00,0.1607870043386137
2024-07-29 01:52:00,0.1627870043386137
2024-07-29 01:53:00,0.1637870043386136
2024-07-29 01:54:00,0.1657870043386136
2024-07-29 01:55:00,0.1627870043386137
2024-07-29 01:56:00,0.1617870043386136
2024-07-29 01:57:00,0.1597870043386136
2024-07-29 01:58:00,0.1577870043386136
2024-07-29 01:59:00,0.1577870043386136
2024-07-29 02:00:00,0.1567870043386137
2024-07-29 02:01:00,0.1537870043386136
2024-07-29 02:02:00,0.14978700433861358
2024-07-29 02:03:00,0.1447870043386137
2024-07-29 02:04:00,0.1427870043386137
2024-07-29 02:05:00,0.14078700433861369
2024-07-29 02:06:00,0.13778700433861357
2024-07-29 02:07:00,0.13478700433861368
2024-07-29 02:08:00,0.13578700433861357
2024-07-29 02:09:00,0.13178700433861357
2024-07-29 02:10:00,0.13178700433861357
2024-07-29 02:11:00,0.12778700433861356
2024-07-29 02:12:00,0.12978700433861357
2024-07-29 02:13:00,0.12978700433861357
2024-07-29 02:14:00,0.13178700433861357
2024-07-29 02:15:00,0.13278700433861368
2024-07-29 02:16:00,0.13278700433861368
2024-07-29 02:17:00,0.12978700433861357
2024-07-29 02:18:00,0.12678700433861367
2024-07-29 02:19:00,0.12278700433861367
2024-07-29 02:20:00,0.12078700433861367
2024-07-29 02:21:00,0.11678700433861366
2024-07-29 02:22:00,0.11578700433861355
2024-07-29 02:23:00,0.11678700433861366
2024-07-29 02:24:00,0.11978700433861356
2024-07-29 02:25:00,0.12178700433861356
2024-07-29 02:26:00,0.12578700433861356
2024-07-29 02:27:00,0.12878700433861368
2024-07-29 02:28:00,0.12678700433861367
2024-07-29 02:29:00,0.12678700433861367
2024-07-29 02:30:00,0.12678700433861367
2024-07-29 02:31:00,0.12178700433861356
2024-07-29 02:32:00,0.11878700433861367
2024-07-29 02:33:00,0.12078700433861367
2024-07-29 02:34:00,0.12078700433861367
2024-07-29 02:35:00,0.12078700433861367
2024-07-29 02:36:00,0.12178700433861356
2024-07-29 02:37:00,0.12378700433861356
2024-07-29 02:38:00,0.12478700433861367
2024-07-29 02:39:00,0.12478700433861367
2024-07-29 02:40:00,0.12478700433861367
2024-07-29 02:41:00,0.12378700433861356
2024-07-29 02:42:00,0.12478700433861367
2024-07-29 02:43:00,0.12578700433861356
2024-07-29 02:44:00,0.12578700433861356
2024-07-29 02:45:00,0.12578700433861356
2024-07-29 02:46:00,0.12478700433861367
2024-07-29 02:47:00,0.12378700433861356
2024-07-29 02:48:00,0.12478700433861367
2024-07-29 02:49:00,0.12678700433861367
2024-07-29 02:50:00,0.13078700433861368
2024-07-29 02:51:00,0.12878700433861368
2024-07-29 02:52:00,0.12978700433861357
2024-07-29 02:53:00,0.13078700433861368
2024-07-29 02:54:00,0.12978700433861357
2024-07-29 02:55:00,0.12878700433861368
2024-07-29 02:56:00,0.12778700433861356
2024-07-29 02:57:00,0.12678700433861367
2024-07-29 02:58:00,0.12678700433861367
2024-07-29 02:59:00,0.12278700433861367
2024-07-29 03:00:00,0.11978700433861356
2024-07-29 03:01:00,0.11778700433861355
2024-07-29 03:02:00,0.12078700433861367
2024-07-29 03:03:00,0.11778700433861355
2024-07-29 03:04:00,0.11778700433861355
2024-07-29 03:05:00,0.11578700433861355
2024-07-29 03:06:00,0.11578700433861355
2024-07-29 03:07:00,0.11478700433861366
2024-07-29 03:08:00,0.11378700433861355
2024-07-29 03:09:00,0.11178700433861355
2024-07-29 03:10:00,0.10578700433861354
2024-07-29 03:11:00,0.10278700433861365
2024-07-29 03:12:00,0.10478700433861365
2024-07-29 03:13:00,0.10378700433861354
2024-07-29 03:14:00,0.10278700433861365
2024-07-29 03:15:00,0.10578700433861354
2024-07-29 03:16:00,0.10878700433861366
2024-07-29 03:17:00,0.10478700433861365
2024-07-29 03:18:00,0.10778700433861355
2024-07-29 03:19:00,0.10778700433861355
2024-07-29 03:20:00,0.10778700433861355
2024-07-29 03:21:00,0.10578700433861354
2024-07-29 03:22:00,0.10478700433861365
2024-07-29 03:23:00,0.10378700433861354
2024-07-29 03:24:00,0.10378700433861354
2024-07-29 03:25:00,0.10478700433861365
2024-07-29 03:26:00,0.10478700433861365
2024-07-29 03:27:00,0.10478700433861365
2024-07-29 03:28:00,0.10378700433861354
2024-07-29 03:29:00,0.10278700433861365
2024-07-29 03:30:00,0.10378700433861354
2024-07-29 03:31:00,0.09978700433861354
2024-07-29 03:32:00,0.10078700433861365
2024-07-29 03:33:00,0.10078700433861365
2024-07-29 03:34:00,0.10278700433861365
2024-07-29 03:35:00,0.10378700433861354
2024-07-29 03:36:00,0.10578700433861354
2024-07-29 03:37:00,0.10578700433861354
2024-07-29 03:38:00,0.10378700433861354
2024-07-29 03:39:00,0.10378700433861354
2024-07-29 03:40:00,0.10478700433861365
2024-07-29 03:41:00,0.10478700433861365
2024-07-29 03:42:00,0.10778700433861355
2024-07-29 03:43:00,0.10678700433861366
2024-07-29 03:44:00,0.10778700433861355
2024-07-29 03:45:00,0.10978700433861355
2024-07-29 03:46:00,0.11078700433861366
2024-07-29 03:47:00,0.11178700433861355
2024-07-29 03:48:00,0.11078700433861366
2024-07-29 03:49:00,0.11078700433861366
2024-07-29 03:50:00,0.10778700433861355
2024-07-29 03:51:00,0.10778700433861355
2024-07-29 03:52:00,0.10378700433861354
2024-07-29 03:53:00,0.10178700433861354
2024-07-29 03:54:00,0.10178700433861354
2024-07-29 03:55:00,0.09978700433861354
2024-07-29 03:56:00,0.09878700433861365
2024-07-29 03:57:00,0.10078700433861365
2024-07-29 03:58:00,0.10278700433861365
2024-07-29 03:59:00,0.10478700433861365
2024-07-29 04:00:00,0.10478700433861365
2024-07-29 04:01:00,0.10678700433861366
2024-07-29 04:02:00,0.10678700433861366
2024-07-29 04:03:00,0.10378700433861354
2024-07-29 04:04:00,0.10478700433861365
2024-07-29 04:05:00,0.10778700433861355
2024-07-29 04:06:00,0.10578700433861354
2024-07-29 04:07:00,0.10478700433861365
2024-07-29 04:08:00,0.10578700433861354
2024-07-29 04:09:00,0.10778700433861355
2024-07-29 04:10:00,0.10678700433861366
2024-07-29 04:11:00,0.10678700433861366
2024-07-29 04:12:00,0.10578700433861354
2024-07-29 04:13:00,0.10378700433861354
2024-07-29 04:14:00,0.10278700433861365
2024-07-29 04:15:00,0.10178700433861354
2024-07-29 04:16:00,0.10178700433861354
2024-07-29 04:17:00,0.09878700433861365
2024-07-29 04:18:00,0.10178700433861354
2024-07-29 04:19:00,0.10078700433861365
2024-07-29 04:20:00,0.10178700433861354
2024-07-29 04:21:00,0.10178700433861354
2024-07-29 04:22:00,0.10378700433861354
2024-07-29 04:23:00,0.10478700433861365
2024-07-29 04:24:00,0.10278700433861365
2024-07-29 04:25:00,0.10678700433861366
2024-07-29 04:27:00,0.10978700433861355
2024-07-29 04:29:00,0.11278700433861366
2024-07-29 04:30:00,0.11578700433861355
2024-07-29 04:31:00,0.11778700433861355
2024-07-29 04:32:00,0.11178700433861355
2024-07-29 04:33:00,0.11078700433861366
2024-07-29 04:34:00,0.11078700433861366
2024-07-29 04:35:00,0.10978700433861355
2024-07-29 04:36:00,0.11078700433861366
2024-07-29 04:37:00,0.11178700433861355
2024-07-29 04:38:00,0.11178700433861355
2024-07-29 04:39:00,0.11478700433861366
2024-07-29 04:40:00,0.11778700433861355
2024-07-29 04:41:00,0.11878700433861367
2024-07-29 04:42:00,0.11678700433861366
2024-07-29 04:43:00,0.11678700433861366
2024-07-29 04:44:00,0.11678700433861366
2024-07-29 04:45:00,0.11678700433861366
2024-07-29 04:46:00,0.11678700433861366
2024-07-29 04:47:00,0.12078700433861367
2024-07-29 04:48:00,0.12478700433861367
2024-07-29 04:49:00,0.12478700433861367
2024-07-29 04:50:00,0.12678700433861367
2024-07-29 04:51:00,0.12778700433861356
2024-07-29 04:52:00,0.12578700433861356
2024-07-29 04:53:00,0.12778700433861356
2024-07-29 04:54:00,0.12878700433861368
2024-07-29 04:55:00,0.13078700433861368
2024-07-29 04:56:00,0.13478700433861368
2024-07-29 04:57:00,0.13578700433861357
2024-07-29 04:58:00,0.13378700433861357
2024-07-29 04:59:00,0.13278700433861368
2024-07-29 05:00:00,0.13478700433861368
2024-07-29 05:01:00,0.13478700433861368
2024-07-29 05:02:00,0.13378700433861357
2024-07-29 05:03:00,0.13178700433861357
2024-07-29 05:04:00,0.13078700433861368
2024-07-29 05:05:00,0.13378700433861357
2024-07-29 05:06:00,0.13078700433861368
2024-07-29 05:07:00,0.12878700433861368
2024-07-29 05:08:00,0.13078700433861368
2024-07-29 05:09:00,0.13378700433861357
2024-07-29 05:10:00,0.13378700433861357
2024-07-29 05:11:00,0.13478700433861368
2024-07-29 05:12:00,0.13378700433861357
2024-07-29 05:13:00,0.13078700433861368
2024-07-29 05:14:00,0.13278700433861368
2024-07-29 05:15:00,0.13378700433861357
2024-07-29 05:16:00,0.13378700433861357
2024-07-29 05:17:00,0.13778700433861357
2024-07-29 05:18:00,0.13978700433861357
2024-07-29 05:19:00,0.14378700433861358
2024-07-29 05:20:00,0.14378700433861358
2024-07-29 05:21:00,0.1467870043386137
2024-07-29 05:22:00,0.1427870043386137
2024-07-29 05:23:00,0.1447870043386137
2024-07-29 05:24:00,0.14378700433861358
2024-07-29 05:25:00,0.14178700433861358
2024-07-29 05:26:00,0.13778700433861357
2024-07-29 05:27:00,0.14078700433861369
2024-07-29 05:28:00,0.13678700433861368
2024-07-29 05:29:00,0.13878700433861368
2024-07-29 05:30:00,0.13978700433861357
